OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Description
K02808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PTS system, sucrose-specific IIA component [EC:2.7.1.69]
K03600	6873.0	4758.0	6453.0	6943.0	9238.0	7175.0	4913.0	4339.0	5745.0	5886.0	5843.0	4994.0	6559.0	8548.0	6477.0	6705.0	7108.0	6570.0	stringent starvation protein B
K03601	12736.0	12496.0	14024.0	13632.0	15290.0	13956.0	12505.0	11813.0	12313.0	11971.0	13146.0	12462.0	13788.0	15394.0	14219.0	14041.0	14724.0	13748.0	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	12410.0	11989.0	13647.0	13252.0	15007.0	13571.0	11946.0	11230.0	11916.0	11577.0	12693.0	11932.0	13259.0	14973.0	13705.0	13646.0	14255.0	13301.0	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K03603	25.0	22.0	22.0	16.0	13.0	18.0	109.0	32.0	42.0	69.0	27.0	109.0	10.0	6.0	16.0	12.0	10.0	20.0	GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K03604	20.0	24.0	15.0	98.0	12.0	36.0	91.0	58.0	32.0	65.0	28.0	96.0	25.0	14.0	32.0	18.0	18.0	19.0	LacI family transcriptional regulator, purine nucleotide synthesis repressor
K03605	5583.0	4015.0	5449.0	5349.0	7285.0	5215.0	4257.0	3591.0	4673.0	4751.0	4762.0	3968.0	5384.0	7072.0	5352.0	5489.0	5644.0	5390.0	hydrogenase 1 maturation protease [EC:3.4.24.-]
K03606	6845.0	4864.0	6989.0	6900.0	9386.0	7069.0	5823.0	5210.0	6450.0	6276.0	6269.0	5640.0	7604.0	9552.0	7165.0	6898.0	7653.0	6872.0	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03607	691.0	435.0	549.0	892.0	984.0	1070.0	459.0	340.0	547.0	529.0	405.0	383.0	740.0	866.0	547.0	537.0	596.0	542.0	ProP effector
K03608	7689.0	5714.0	7576.0	8008.0	10410.0	8259.0	6419.0	5606.0	6764.0	6772.0	7397.0	6626.0	7986.0	10024.0	7765.0	7921.0	8742.0	7626.0	cell division topological specificity factor
K03609	8004.0	6083.0	7950.0	8445.0	10709.0	8630.0	6899.0	5947.0	7044.0	7078.0	7749.0	7052.0	8230.0	10226.0	8089.0	8199.0	8981.0	7943.0	septum site-determining protein MinD
K06078	5.0	1.0	2.0	1.0	1.0	2.0	46.0	4.0	1.0	33.0	5.0	30.0	1.0	2.0	3.0	3.0	1.0	3.0	murein lipoprotein
K06079	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	26.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	2.0	copper homeostasis protein (lipoprotein)
K09710	12949.0	12755.0	14703.0	13945.0	15776.0	14222.0	12836.0	12477.0	13014.0	12477.0	13477.0	12792.0	14250.0	15939.0	14603.0	14441.0	15152.0	14299.0	ribosome-associated protein;hypothetical protein
K09711	5.0	9.0	7.0	4.0	5.0	6.0	15.0	15.0	10.0	13.0	27.0	18.0	10.0	9.0	13.0	16.0	9.0	9.0	hypothetical protein
K09712	133.0	132.0	130.0	176.0	182.0	233.0	132.0	116.0	127.0	145.0	160.0	136.0	140.0	142.0	129.0	171.0	163.0	140.0	hypothetical protein
K06073	0.0	0.0	1.0	1.0	0.0	0.0	41.0	0.0	0.0	26.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	2.0	vitamin B12 transport system permease protein
K06074	0.0	0.0	1.0	1.0	0.0	0.0	41.0	0.0	0.0	26.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	2.0	vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]
K06075	2467.0	3112.0	3238.0	3028.0	3118.0	3115.0	2678.0	2490.0	2129.0	2317.0	2909.0	2683.0	2489.0	2450.0	2692.0	2924.0	3038.0	2884.0	MarR family transcriptional regulator, transcriptional regulator for hemolysin
K06076	9869.0	7843.0	10146.0	10095.0	12402.0	10987.0	8421.0	7096.0	8317.0	8746.0	9086.0	8169.0	9185.0	11549.0	9790.0	9810.0	10001.0	9758.0	long-chain fatty acid transport protein
K06077	6508.0	4431.0	6155.0	6655.0	8761.0	6739.0	4653.0	4073.0	5391.0	5610.0	5540.0	4763.0	6206.0	8324.0	6169.0	6361.0	6753.0	6234.0	outer membrane lipoprotein SlyB
K06382	77.0	112.0	70.0	139.0	37.0	75.0	200.0	112.0	118.0	125.0	89.0	197.0	47.0	25.0	60.0	59.0	35.0	69.0	stage II sporulation protein E [EC:3.1.3.16]
K06383	74.0	111.0	69.0	138.0	37.0	74.0	198.0	111.0	114.0	121.0	88.0	195.0	46.0	25.0	59.0	59.0	35.0	67.0	stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]
K06380	10.0	13.0	5.0	87.0	6.0	21.0	59.0	31.0	12.0	43.0	9.0	36.0	12.0	3.0	8.0	7.0	3.0	8.0	stage II sporulation protein B
K06381	356.0	438.0	351.0	412.0	259.0	415.0	1312.0	941.0	795.0	626.0	1056.0	1381.0	1018.0	955.0	948.0	831.0	1080.0	573.0	stage II sporulation protein D
K06386	59.0	61.0	54.0	129.0	34.0	69.0	170.0	100.0	88.0	112.0	74.0	166.0	37.0	19.0	49.0	42.0	28.0	49.0	stage II sporulation protein Q
K06387	76.0	112.0	70.0	139.0	39.0	75.0	199.0	112.0	116.0	122.0	90.0	198.0	46.0	26.0	62.0	59.0	35.0	67.0	stage II sporulation protein R
K06384	90.0	89.0	93.0	230.0	44.0	103.0	233.0	146.0	117.0	165.0	117.0	215.0	57.0	32.0	73.0	72.0	43.0	69.0	stage II sporulation protein M
K06385	110.0	139.0	94.0	161.0	54.0	98.0	286.0	153.0	171.0	173.0	125.0	301.0	67.0	37.0	83.0	84.0	52.0	92.0	stage II sporulation protein P
K06388	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	stage II sporulation protein SA
K06389	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	stage II sporulation protein SB
K12466	853.0	1293.0	1294.0	987.0	551.0	910.0	1240.0	1322.0	1059.0	927.0	1017.0	1190.0	1268.0	946.0	1286.0	968.0	1134.0	1414.0	(+)-trans-carveol dehydrogenase [EC:1.1.1.275]
K12468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phenylacrylic acid decarboxylase [EC:4.1.1.-]
K07657	11223.0	9007.0	11799.0	11747.0	14987.0	12935.0	10077.0	8678.0	9541.0	9834.0	10873.0	10065.0	10998.0	13388.0	11312.0	11224.0	12171.0	11130.0	two-component system, OmpR family, phosphate regulon response regulator PhoB
K07656	0.0	1.0	4.0	2.0	0.0	0.0	4.0	5.0	4.0	2.0	2.0	3.0	0.0	0.0	2.0	2.0	1.0	2.0	two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]
K07655	143.0	180.0	174.0	77.0	47.0	87.0	108.0	152.0	141.0	122.0	101.0	116.0	151.0	79.0	196.0	205.0	131.0	118.0	two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
K07654	3507.0	6144.0	4939.0	4436.0	2850.0	3667.0	3691.0	4604.0	4567.0	3827.0	4086.0	3858.0	5016.0	4220.0	4672.0	5301.0	5846.0	4662.0	two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
K07653	2762.0	5113.0	4171.0	3683.0	2455.0	2999.0	3028.0	3606.0	3494.0	3027.0	3274.0	3136.0	4085.0	3390.0	3702.0	4205.0	4998.0	3731.0	two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
K07652	67.0	65.0	64.0	134.0	35.0	69.0	178.0	105.0	97.0	115.0	65.0	177.0	43.0	22.0	54.0	49.0	31.0	55.0	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
K07651	65.0	81.0	66.0	141.0	37.0	79.0	173.0	115.0	105.0	117.0	82.0	185.0	52.0	27.0	59.0	54.0	47.0	57.0	two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
K07650	9.0	7.0	20.0	5.0	3.0	8.0	13.0	9.0	9.0	6.0	11.0	20.0	8.0	4.0	6.0	13.0	5.0	9.0	two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]
K07659	7823.0	5834.0	8248.0	8248.0	11193.0	8647.0	5779.0	5133.0	6112.0	6521.0	6630.0	5578.0	7092.0	9199.0	6906.0	7265.0	7840.0	7121.0	two-component system, OmpR family, phosphate regulon response regulator OmpR
K07658	1558.0	1873.0	1643.0	1570.0	1578.0	1697.0	2377.0	2447.0	2418.0	2220.0	1846.0	2257.0	2151.0	1924.0	2326.0	1916.0	1604.0	2055.0	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
K11041	3.0	4.0	6.0	2.0	2.0	2.0	7.0	2.0	2.0	4.0	5.0	9.0	2.0	1.0	3.0	3.0	2.0	4.0	exfoliative toxin A/B
K11040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	staphylococcal enterotoxin
K11043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	toxic shock syndrome toxin-1
K11042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	superantigen-like protein
K11045	4.0	1.0	1.0	3.0	0.0	1.0	5.0	1.0	1.0	2.0	0.0	3.0	2.0	4.0	1.0	2.0	1.0	2.0	cAMP factor
K11044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	C3 family ADP-ribosyltransferase [EC:2.4.2.-]
K11047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylX protein
K11046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	streptolysin S associated protein
K11049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylG protein
K11048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylD protein
K07387	398.0	340.0	790.0	624.0	972.0	586.0	458.0	795.0	645.0	570.0	427.0	321.0	640.0	678.0	529.0	425.0	567.0	718.0	putative metalloprotease [EC:3.4.24.-]
K07386	4934.0	4619.0	5424.0	5478.0	5359.0	6127.0	4984.0	4731.0	5217.0	4755.0	5463.0	5040.0	5226.0	6049.0	5862.0	5618.0	5532.0	5975.0	putative endopeptidase [EC:3.4.24.-]
K06926	1071.0	1425.0	1307.0	1009.0	787.0	1050.0	1381.0	1139.0	1048.0	1051.0	1292.0	1246.0	1079.0	1311.0	1335.0	1465.0	1573.0	1379.0	None
K06927	667.0	596.0	973.0	766.0	1082.0	743.0	872.0	1056.0	991.0	922.0	733.0	667.0	937.0	1004.0	907.0	909.0	796.0	1041.0	None
K06924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K06925	11535.0	11322.0	12611.0	12290.0	13698.0	12384.0	11411.0	11206.0	11991.0	11343.0	11988.0	11494.0	13170.0	14683.0	13293.0	13011.0	13757.0	12835.0	UPF0079 ATP-binding protein
K06922	78.0	109.0	118.0	79.0	76.0	60.0	78.0	83.0	60.0	60.0	69.0	75.0	102.0	56.0	130.0	69.0	62.0	84.0	None
K06923	8373.0	6465.0	8946.0	8742.0	11616.0	9221.0	7077.0	6101.0	7047.0	7174.0	7893.0	7037.0	8313.0	10497.0	8248.0	8537.0	9301.0	8126.0	None
K06920	10100.0	8726.0	11073.0	10994.0	13074.0	11103.0	9721.0	8525.0	9146.0	9220.0	10358.0	9855.0	10529.0	12453.0	10896.0	10826.0	11217.0	10499.0	queuosine biosynthesis protein QueC
K06921	795.0	1210.0	777.0	757.0	440.0	753.0	877.0	1044.0	1016.0	788.0	963.0	901.0	1075.0	854.0	926.0	1038.0	1230.0	1001.0	None
K06928	5.0	9.0	5.0	3.0	3.0	3.0	14.0	16.0	11.0	8.0	6.0	17.0	12.0	8.0	14.0	12.0	10.0	11.0	nucleoside-triphosphatase THEP1 [EC:3.6.1.15]
K06929	6922.0	8323.0	8956.0	8159.0	7976.0	8545.0	7122.0	7640.0	7397.0	6848.0	7372.0	7114.0	7593.0	7618.0	7893.0	7803.0	8008.0	7921.0	None
K07033	58.0	99.0	37.0	37.0	49.0	46.0	110.0	67.0	78.0	61.0	86.0	115.0	73.0	51.0	85.0	146.0	53.0	88.0	None
K07032	10928.0	10167.0	12393.0	12164.0	14180.0	12272.0	9189.0	9208.0	9587.0	9810.0	10266.0	9065.0	11012.0	12610.0	10975.0	11284.0	11910.0	10942.0	None
K07031	886.0	935.0	743.0	806.0	769.0	1095.0	1339.0	994.0	1022.0	1011.0	1040.0	1242.0	1040.0	1002.0	1265.0	1055.0	866.0	992.0	None
K07030	2328.0	3952.0	3104.0	2932.0	1820.0	2505.0	2822.0	3297.0	3000.0	2554.0	2804.0	2906.0	3214.0	2623.0	3143.0	3087.0	3271.0	3044.0	None
K07037	523.0	734.0	542.0	628.0	664.0	608.0	1672.0	1440.0	1171.0	969.0	1408.0	1785.0	1468.0	1441.0	1366.0	1155.0	1392.0	903.0	None
K07035	43.0	82.0	34.0	30.0	25.0	34.0	127.0	61.0	84.0	68.0	46.0	134.0	23.0	13.0	35.0	28.0	20.0	44.0	None
K07034	816.0	1482.0	1318.0	1181.0	799.0	906.0	1215.0	975.0	818.0	890.0	1015.0	1051.0	1253.0	953.0	1137.0	1131.0	1228.0	1208.0	None
K07039	7271.0	4855.0	7278.0	7688.0	10708.0	7636.0	4453.0	3996.0	5661.0	5990.0	5584.0	4638.0	6660.0	8739.0	6057.0	6473.0	7234.0	6258.0	uncharacterized protein
K07038	593.0	583.0	522.0	819.0	624.0	874.0	566.0	584.0	720.0	651.0	677.0	733.0	748.0	860.0	643.0	618.0	642.0	610.0	inner membrane protein
K10829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	iron-chelate-transporting ATPase [EC:3.6.3.34]
K00384	28987.0	28487.0	32637.0	31639.0	35204.0	31225.0	28004.0	27183.0	29468.0	28054.0	29548.0	28098.0	32672.0	36720.0	32144.0	32360.0	34817.0	31636.0	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	9.0	46.0	10.0	4.0	4.0	4.0	14.0	6.0	22.0	5.0	10.0	15.0	7.0	4.0	7.0	13.0	3.0	16.0	anaerobic sulfite reductase subunit C [EC:1.8.1.-]
K00386	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	None
K00387	128.0	120.0	239.0	174.0	193.0	139.0	153.0	150.0	139.0	136.0	173.0	204.0	104.0	148.0	122.0	163.0	171.0	150.0	sulfite oxidase [EC:1.8.3.1]
K00380	6590.0	5062.0	7190.0	6977.0	8796.0	7177.0	5822.0	5731.0	6290.0	6328.0	6694.0	5972.0	6631.0	8548.0	6976.0	7070.0	7379.0	7102.0	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	9700.0	7512.0	10007.0	10033.0	12667.0	10729.0	8024.0	6901.0	8076.0	8581.0	8788.0	7836.0	8916.0	11220.0	9379.0	9641.0	9845.0	9479.0	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	32967.0	33294.0	37496.0	36115.0	39697.0	35806.0	30757.0	30734.0	32550.0	31408.0	33366.0	30777.0	36126.0	40361.0	35991.0	36542.0	39090.0	36087.0	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	9420.0	8438.0	10711.0	10026.0	12053.0	10066.0	8542.0	7738.0	8055.0	8332.0	9353.0	8391.0	9753.0	11450.0	9817.0	9940.0	10854.0	9800.0	glutathione reductase (NADPH) [EC:1.8.1.7]
K00389	3516.0	5225.0	4498.0	3921.0	2813.0	3989.0	4618.0	4942.0	4539.0	3913.0	4668.0	4742.0	5116.0	4450.0	5115.0	4854.0	5288.0	4549.0	putative membrane protein
K01387	318.0	206.0	265.0	420.0	316.0	526.0	200.0	152.0	414.0	283.0	197.0	245.0	418.0	528.0	239.0	335.0	353.0	230.0	microbial collagenase [EC:3.4.24.3]
K01385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	thermopsin [EC:3.4.23.42]
K01389	73.0	94.0	85.0	54.0	26.0	32.0	64.0	69.0	53.0	50.0	43.0	55.0	56.0	39.0	103.0	50.0	49.0	51.0	neprilysin [EC:3.4.24.11]
K09158	4445.0	3616.0	5040.0	4873.0	6051.0	5307.0	3586.0	3474.0	4236.0	3982.0	4022.0	3770.0	4232.0	5001.0	4423.0	4370.0	4620.0	4752.0	hypothetical protein
K09159	8884.0	6729.0	9405.0	9337.0	12139.0	9773.0	6937.0	6114.0	7165.0	7485.0	7900.0	6804.0	8053.0	10365.0	8298.0	8678.0	9074.0	8607.0	hypothetical protein
K09156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K09157	20.0	54.0	19.0	12.0	7.0	6.0	32.0	13.0	29.0	11.0	18.0	34.0	10.0	9.0	15.0	19.0	9.0	22.0	hypothetical protein
K09154	4460.0	2854.0	4258.0	4407.0	6536.0	4230.0	2787.0	2632.0	3643.0	3747.0	3547.0	2690.0	4417.0	5967.0	4015.0	4143.0	4626.0	3955.0	hypothetical protein
K09155	46.0	68.0	137.0	21.0	25.0	39.0	72.0	47.0	116.0	95.0	36.0	73.0	46.0	40.0	63.0	71.0	30.0	47.0	hypothetical protein
K09152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K09153	500.0	925.0	704.0	578.0	402.0	479.0	523.0	665.0	530.0	549.0	590.0	516.0	651.0	639.0	677.0	717.0	894.0	622.0	hypothetical protein
K09150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K09151	4486.0	2802.0	4181.0	4337.0	6280.0	4188.0	3111.0	2720.0	3732.0	3941.0	3622.0	2962.0	4295.0	5793.0	3945.0	4127.0	4494.0	3909.0	hypothetical protein
K05970	1121.0	1037.0	1153.0	1175.0	1122.0	1357.0	1891.0	1643.0	1871.0	1446.0	1905.0	2208.0	1558.0	1711.0	1972.0	1740.0	1329.0	1417.0	sialate O-acetylesterase [EC:3.1.1.53]
K05714	2415.0	4107.0	3899.0	3247.0	2379.0	2923.0	2356.0	3268.0	2481.0	2262.0	2836.0	2594.0	3000.0	2385.0	3129.0	3133.0	3465.0	2889.0	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase [EC:3.7.1.-]
K05715	6.0	19.0	6.0	9.0	3.0	8.0	14.0	14.0	14.0	8.0	7.0	18.0	14.0	7.0	10.0	10.0	16.0	8.0	2-phosphoglycerate kinase [EC:2.7.2.-]
K05710	7217.0	9735.0	9536.0	8844.0	7611.0	8386.0	7979.0	8805.0	8135.0	7164.0	8692.0	8242.0	8472.0	7969.0	9161.0	9297.0	8902.0	9235.0	ferredoxin subunit of phenylpropionate dioxygenase
K05711	552.0	752.0	951.0	612.0	631.0	667.0	482.0	764.0	528.0	497.0	667.0	551.0	501.0	444.0	644.0	731.0	663.0	562.0	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87];2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.-]
K05712	7151.0	8688.0	8860.0	8331.0	8429.0	8288.0	6537.0	6467.0	6933.0	6383.0	6930.0	6448.0	7551.0	7011.0	7469.0	7706.0	8458.0	7777.0	3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.-];3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
K05713	199.0	271.0	289.0	211.0	128.0	183.0	186.0	228.0	230.0	176.0	185.0	181.0	247.0	195.0	257.0	253.0	264.0	264.0	2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]
K00560	13962.0	11562.0	14723.0	14372.0	18266.0	14698.0	11421.0	11069.0	12418.0	12739.0	12957.0	11250.0	13906.0	17549.0	14032.0	14448.0	15407.0	14033.0	thymidylate synthase [EC:2.1.1.45]
K00561	123.0	263.0	119.0	145.0	97.0	183.0	110.0	159.0	229.0	133.0	186.0	138.0	193.0	106.0	144.0	152.0	251.0	169.0	23S rRNA (adenine2085-N6)-dimethyltransferase [EC:2.1.1.184];rRNA (adenine-N6-)-methyltransferase [EC:2.1.1.48]
K00563	1564.0	2704.0	2011.0	1958.0	1283.0	1615.0	1647.0	2061.0	2264.0	1824.0	1869.0	1751.0	2342.0	1808.0	2036.0	2181.0	2611.0	2172.0	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187];rRNA (guanine-N1-)-methyltransferase [EC:2.1.1.51]
K00564	2144.0	2192.0	2749.0	2623.0	2955.0	2625.0	2004.0	2577.0	2180.0	2206.0	2527.0	2349.0	1979.0	2167.0	2199.0	2468.0	2553.0	2392.0	ribosomal RNA small subunit methyltransferase C [EC:2.1.1.172];ribosomal RNA small subunit methyltransferase C [EC:2.1.1.52]
K00566	13024.0	12840.0	14745.0	13992.0	15818.0	14289.0	13044.0	12591.0	13132.0	12582.0	13581.0	12989.0	14339.0	16012.0	14714.0	14532.0	15214.0	14369.0	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [EC:2.1.1.61];tRNA-specific 2-thiouridylase [EC:2.8.1.-]
K00567	16925.0	18404.0	19522.0	18402.0	19321.0	18802.0	16578.0	16241.0	17274.0	16176.0	17366.0	16559.0	19032.0	20193.0	19028.0	19361.0	20816.0	18850.0	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
K00568	29888.0	23459.0	30828.0	30841.0	40025.0	32249.0	24116.0	21722.0	25388.0	25901.0	27355.0	23787.0	29100.0	36540.0	29323.0	29881.0	32253.0	29101.0	3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.- 2.1.1.64]
K00569	1078.0	855.0	1349.0	1241.0	1778.0	1380.0	1023.0	1406.0	1194.0	1120.0	1180.0	1030.0	1206.0	1286.0	1211.0	1095.0	1245.0	1450.0	thiopurine S-methyltransferase [EC:2.1.1.67]
K05575	112.0	337.0	497.0	106.0	434.0	515.0	3289.0	2507.0	2022.0	980.0	3298.0	3903.0	3661.0	3584.0	2758.0	2064.0	4172.0	1134.0	NADH dehydrogenase I subunit 4 [EC:1.6.5.3];NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3]
K01169	256.0	224.0	383.0	369.0	476.0	335.0	244.0	227.0	228.0	263.0	292.0	310.0	204.0	298.0	228.0	254.0	320.0	244.0	ribonuclease I (enterobacter ribonuclease) [EC:3.1.27.6]
K01167	5092.0	3339.0	4974.0	5081.0	7214.0	4925.0	3241.0	2856.0	3990.0	4184.0	3907.0	3134.0	4837.0	6308.0	4353.0	4743.0	5126.0	4567.0	ribonuclease T1 [EC:3.1.27.3]
K01166	311.0	377.0	401.0	272.0	268.0	354.0	424.0	278.0	242.0	237.0	315.0	340.0	242.0	246.0	288.0	311.0	227.0	326.0	ribonuclease T2 [EC:3.1.27.1]
K05577	391.0	625.0	534.0	293.0	631.0	560.0	2470.0	2216.0	1697.0	977.0	2381.0	2879.0	2675.0	2492.0	2162.0	1595.0	2832.0	1097.0	NAD(P)H-quinone oxidoreductase subunit 5 [EC:1.6.5.3];NADH dehydrogenase I subunit 5 [EC:1.6.5.3]
K01163	15.0	12.0	13.0	9.0	6.0	6.0	22.0	10.0	12.0	10.0	11.0	26.0	8.0	7.0	13.0	11.0	6.0	14.0	hypothetical protein
K01161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1]
K01160	0.0	0.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	18.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]
K05578	150.0	346.0	222.0	173.0	186.0	288.0	776.0	659.0	644.0	335.0	832.0	924.0	938.0	828.0	704.0	565.0	1096.0	398.0	NAD(P)H-quinone oxidoreductase subunit 6 [EC:1.6.5.3];NADH dehydrogenase I subunit 6 [EC:1.6.5.3]
K05579	22.0	65.0	99.0	21.0	86.0	101.0	653.0	489.0	402.0	195.0	639.0	773.0	732.0	716.0	551.0	405.0	829.0	222.0	NADH dehydrogenase I subunit 7 [EC:1.6.5.3];NAD(P)H-quinone oxidoreductase subunit H [EC:1.6.5.3]
K08092	27.0	19.0	16.0	17.0	8.0	13.0	89.0	41.0	95.0	88.0	50.0	39.0	57.0	84.0	58.0	65.0	40.0	42.0	3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
K08093	229.0	421.0	249.0	279.0	262.0	316.0	262.0	251.0	205.0	264.0	207.0	273.0	291.0	279.0	315.0	317.0	569.0	229.0	3-hexulose-6-phosphate synthase [EC:4.1.2.43]
K08094	178.0	227.0	147.0	221.0	159.0	224.0	245.0	204.0	186.0	202.0	154.0	250.0	169.0	135.0	229.0	181.0	152.0	161.0	6-phospho-3-hexuloisomerase [EC:5.3.1.27]
K08095	705.0	1008.0	794.0	602.0	299.0	459.0	589.0	702.0	658.0	543.0	552.0	580.0	713.0	473.0	931.0	649.0	707.0	592.0	cutinase [EC:3.1.1.74]
K08096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GTP cyclohydrolase IIa [EC:3.5.4.29]
K08097	976.0	1379.0	1531.0	1211.0	950.0	1139.0	1023.0	1381.0	1125.0	1041.0	1205.0	1045.0	997.0	966.0	1322.0	1271.0	994.0	1055.0	phosphosulfolactate synthase [EC:4.4.1.19]
K02254	30.0	28.0	14.0	17.0	18.0	23.0	109.0	41.0	53.0	56.0	30.0	105.0	17.0	8.0	18.0	14.0	11.0	21.0	competence protein ComZ
K02255	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	44.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	2.0	ferritin-like protein 2
K01743	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0	None
